品目名,読み仮名,分別区分,廃棄方法,注意事項,持込が必要な品目か（TRUE/FALSE）,充電池か（TRUE/FALSE）,携帯電話・タブレットPCか（TRUE/FALSE）,その他の電子機器か（TRUE/FALSE）
物干し竿,ものほしざお,粗大ごみ,,,0,0,0,0
物干し台の支柱,ものほしだいのしちゅう,粗大ごみ,,台土台部分（コンクリート製）は、取り外して出してください。,0,0,0,0
物干し台の土台（コンクリート製）,ものほしだいのどだい（こんくりーとせい）,排出禁止物等,千葉市廃棄物リサイクル事業協同組合に相談電話：043-204-5805,,1,0,0,0
モバイルバッテリー,もばいるばってりー,市の拠点回収または店舗回収協力店,一般社団法人JBRC（回収協力店が検索できます）／市内の環境事業所、新浜リサイクルセンターに持ち込む。,,1,1,0,0
モバイルWi-Fiルーター,もばいるわいふぁいるーたー,排出禁止物等,購入店、メーカーなどに相談（バッテリーが除去できれば不燃ごみとして排出可）,,1,0,0,0
門扉,もんぴ,粗大ごみ,,,0,0,0,0
やかん,やかん,不燃ごみ,,,0,0,0,0
焼き鳥の串,やきとりのくし,可燃ごみ,,,0,0,0,0
野球ボール,やきゅうぼーる,可燃ごみ,,,0,0,0,0
薬品（家庭医薬品）,やくひん（かていいやくひん）,可燃ごみ,,,0,0,0,0
薬品（家庭医薬品）の容器,やくひん（かていいやくひん）のようき,不燃ごみ,,,0,0,0,0
薬品（有毒性のあるもの・農薬）,やくひん（ゆうどくせいのあるもの・のうやく）,排出禁止物等,,,1,0,0,0
薬品（有毒性のあるもの・農薬）の容器,やくひん（ゆうどくせいのあるもの・のうやく）のようき,排出禁止物等,,,1,0,0,0
野菜などの網・トレイ・ネット・袋,やさいなどのあみ・とれい・ねっと・ふくろ,可燃ごみ,,,0,0,0,0
ヤスリ（紙製）,やすり（かみせい）,可燃ごみ,,,0,0,0,0
ヤスリ（金属製）,やすり（きんぞくせい）,不燃ごみ,,,0,0,0,0
柳行李（やなぎこうり）,やなぎこうり（やなぎこうり）,可燃ごみまたは粗大ごみ,,,0,0,0,0
有機ELテレビ,ゆうきいーえるてれび,家電リサイクル対象,,,1,0,0,0
遊具（子ども用）,ゆうぐ（こどもよう）,粗大ごみ,,,0,0,0,0
融雪機,ゆうせつき,粗大ごみ,,バッテリーは除く,0,0,0,0
USBメモリ,ゆーえすびーめもり,小型家電または不燃ごみ,個人情報などを消去したうえで各区役所などの使用済小型家電ボックスへ,,1,0,0,1
浴衣,ゆかた,資源物,（古紙・布類）の【布類】※帯などの小物類は「可燃ごみ」へ,,0,0,0,0
床暖房パネル,ゆかだんぼうぱねる,粗大ごみ,,,0,0,0,0
雪かき道具,ゆきかきどうぐ,粗大ごみ,,,0,0,0,0
湯たんぽ（金属製・硬いプラスチック製）,ゆたんぽ（きんぞくせい・かたいぷらすちっくせい）,不燃ごみ,,,0,0,0,0
湯たんぽ（シリコン製・ゴム製）,ゆたんぽ（しりこんせい・ごむせい）,可燃ごみ,,,0,0,0,0
湯のみ茶碗,ゆのみちゃわん,不燃ごみ,,,0,0,0,0
ゆりかご,ゆりかご,粗大ごみ,,,0,0,0,0
湯沸し器,ゆわかしき,粗大ごみ,,,0,0,0,0
洋服,ようふく,資源物,（古紙・布類）の【布類】,,0,0,0,0
洋服掛け、コート掛け,ようふくかけ、こーとかけ,粗大ごみ,,,0,0,0,0
洋服ダンス,ようふくだんす,粗大ごみ,,,0,0,0,0
洋服ブラシ（木製）,ようふくぶらし（もくせい）,可燃ごみ,,,0,0,0,0
洋服ブラシ（木製以外）,ようふくぶらし（もくせいいがい）,不燃ごみ,,,0,0,0,0
ヨーグルトのフタ,よーぐるとのふた,可燃ごみ,,,0,0,0,0
ヨーグルトの台紙,よーぐるとのだいし,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
ヨーグルトの容器（紙製・プラスチック製）,よーぐるとのようき（かみせい・ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
ヨーグルトの容器の外フィルム,よーぐるとのようきのそとふぃるむ,可燃ごみ,,,0,0,0,0
浴槽,よくそう,排出禁止物等,購入店、メーカーなどに相談（又は千葉市が許可した下記処理業者）／http://www.jbrc.com/,,1,0,0,0
よしず,よしず,可燃ごみまたは粗大ごみ,https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html／https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html,,0,0,0,0
ラーメンの袋・スープの袋,らーめんのふくろ・すーぷのふくろ,可燃ごみ,,,0,0,0,0
ライター（ガスライター）,らいたー（がすらいたー）,有害ごみ,,使い切ってから出してください。,0,0,0,0
ライター（オイルライター）,らいたー（おいるらいたー）,不燃ごみ,,使い切ってから出してください。,0,0,0,0
ラケット（木製）,らけっと（もくせい）,可燃ごみ,,,0,0,0,0
ラケット（木製以外）,らけっと（もくせいいがい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
ラジオ,らじお,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ（電池は外す）,,1,0,0,1
ラジオ（車載用）,らじお（しゃさいよう）,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ,,1,0,0,1
ラジカセ,らじかせ,小型家電または不燃ごみ,各区役所などの使用済小型家電回収ボックスへ（電池は外す）,,1,0,0,1
ラジコン,らじこん,不燃ごみ,,電池は外す,0,0,0,0
ラック（木製）,らっく（もくせい）,可燃ごみまたは粗大ごみ,,,0,0,0,0
ラック（木製以外）,らっく（もくせいいがい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
ラッピングフィルム（包装用）,らっぴんぐふぃるむ（ほうそうよう）,可燃ごみ,,,0,0,0,0
ラップ,らっぷ,可燃ごみ,,,0,0,0,0
ラップの外箱,らっぷのそとばこ,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
ラップの芯,らっぷのしん,可燃ごみ,,,0,0,0,0
ラップの刃（紙製）,らっぷのは（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
ラップの刃（金属製・プラスチック製）,らっぷのは（きんぞくせい・ぷらすちっくせい）,不燃ごみ,,,0,0,0,0
ラップの箱,らっぷのはこ,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
ラティス（ガーデニング用木製柵）,らてぃす（がーでにんぐようもくせいさく）,粗大ごみ,,,0,0,0,0
ラミネートチューブ,らみねーとちゅーぶ,可燃ごみ,,,0,0,0,0
ランタン,らんたん,不燃ごみ,,,0,0,0,0
ランドセル,らんどせる,可燃ごみ,,,0,0,0,0
ランドリーボックス（金属製、硬いプラスチック製）,らんどりーぼっくす（きんぞくせい、かたいぷらすちっくせい）,不燃ごみまたは粗大ごみ,,,0,0,0,0
ランドリーボックス（植物等の自然素材、シリコン製など柔らかいもの）,らんどりーぼっくす（しょくぶつとうのしぜんそざい、しりこんせいなどやわらかいもの）,可燃ごみ,,,0,0,0,0
ランプシェード（照明器具）,らんぷしぇーど（しょうめいきぐ）,不燃ごみまたは粗大ごみ,,,0,0,0,0
リール（釣り具）,りーる（つりぐ）,不燃ごみ,,,0,0,0,0
リクライニングチェア,りくらいにんぐちぇあ,粗大ごみ,,,0,0,0,0
リコーダー,りこーだー,不燃ごみ,,,0,0,0,0
リチウムイオン電池（充電式）,りちうむいおんでんち（じゅうでんしき）,市の拠点回収または店舗回収協力店,一般社団法人JBRC（回収協力店が検索できます）／市内の環境事業所、新浜リサイクルセンターに持ち込む。,,1,1,0,0
リチウム電池（使い切りタイプ）,りちうむでんち（つかいきりたいぷ）,有害ごみ,,,0,0,0,0
リップクリームの容器（硬いプラスチック製）,りっぷくりーむのようき（かたいぷらすちっくせい）,不燃ごみ,,,0,0,0,0
リップクリームの容器（柔らかいプラスチック製）,りっぷくりーむのようき（やわらかいぷらすちっくせい）,可燃ごみ,,,0,0,0,0
リビングボード,りびんぐぼーど,粗大ごみ,,,0,0,0,0
リモコン,りもこん,不燃ごみ,,電池は外す,0,0,0,0
リヤカー,りやかー,粗大ごみ,,,0,0,0,0
リュックサック,りゅっくさっく,可燃ごみ,,,0,0,0,0
リンスの詰め替え用袋（プラスチック製）,りんすのつめかえようふくろ（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
リンスの容器（プラスチック製）,りんすのようき（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
ルーター,るーたー,不燃ごみ,,,0,0,0,0
ルーター（充電電池式）,るーたー（じゅうでんでんちしき）,排出禁止物等,購入店、メーカーなどに相談（バッテリーを除去できれば不燃ごみとして排出可）,,1,0,0,0
ルーフボックス,るーふぼっくす,粗大ごみ,,,0,0,0,0
ルーフキャリア,るーふきゃりあ,粗大ごみ,,,0,0,0,0
ルーペ,るーぺ,不燃ごみ,,,0,0,0,0
ルームランナー,るーむらんなー,粗大ごみ,,,0,0,0,0
冷温庫,れいおんこ,家電リサイクル対象,,,1,0,0,0
冷却枕,れいきゃくまくら,可燃ごみ,,,0,0,0,0
冷水器,れいすいき,粗大ごみ,,,0,0,0,0
冷蔵庫,れいぞうこ,家電リサイクル対象,,,1,0,0,0
冷凍庫,れいとうこ,家電リサイクル対象,,,1,0,0,0
冷凍食品の仕切りトレイ（プラスチック製）,れいとうしょくひんのしきりとれい（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
冷凍食品の袋,れいとうしょくひんのふくろ,可燃ごみ,,,0,0,0,0
冷風機（冷風扇）,れいふうき（れいふうせん）,粗大ごみ,,小型のもので不燃ごみの指定袋に入れば「不燃ごみ」,0,0,0,0
レインコート・レインウェア,れいんこーと・れいんうぇあ,可燃ごみ,,,0,0,0,0
レインブーツ,れいんぶーつ,可燃ごみ,,,0,0,0,0
レーザーディスク,れーざーでぃすく,不燃ごみ,,,0,0,0,0
レーザーディスクのケース（柔らかいプラスチック製）,れーざーでぃすくのけーす（やわらかいぷらすちっくせい）,可燃ごみ,,,0,0,0,0
レーザーディスクのケース（紙製）,れーざーでぃすくのけーす（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
レーザーディスクプレーヤー（LDプレーヤー）,れーざーでぃすくぷれーやー（えるでぃーぷれーやー）,粗大ごみ,,,0,0,0,0
レーザープリンタ,れーざーぷりんた,粗大ごみ,,,0,0,0,0
レースカーテン,れーすかーてん,可燃ごみ,,,0,0,0,0
レコード（割れるような硬いもの）,れこーど（われるようなかたいもの）,不燃ごみ,,,0,0,0,0
レコード（薄いシート状などの柔らかいもの）,れこーど（うすいしーとじょうなどのやわらかいもの）,可燃ごみ,,,0,0,0,0
レコードジャケット(紙製ケース),れこーどじゃけっと(かみせいけーす),資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
レコードプレイヤー,れこーどぷれいやー,不燃ごみまたは粗大ごみ,http://www.jbrc.com/／http://www.jbrc.com/,,1,0,0,0
レシート,れしーと,可燃ごみ,https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html／https://www.city.chiba.jp/kankyo/junkan/shushugyomu/hinmoku-kakudai.html,,0,0,0,0
レジャーシート,れじゃーしーと,可燃ごみ,,,0,0,0,0
レジャーシートの外包装（ビニール製）,れじゃーしーとのがいほうそう（びにーるせい）,可燃ごみ,,,0,0,0,0
レジャーテーブル,れじゃーてーぶる,粗大ごみ,,,0,0,0,0
レジャーボート（ゴムボート）（底板付きのもの）,れじゃーぼーと（ごむぼーと）（そこいたつきのもの）,粗大ごみ,,,0,0,0,0
レジャーボート（ゴムボート）（浮輪状の遊戯具）,れじゃーぼーと（ごむぼーと）（うきわじょうのゆうぎぐ）,可燃ごみ,,,0,0,0,0
レジ袋,れじふくろ,可燃ごみ,,※レジ袋のまま可燃ごみ・不燃ごみ等を出すことはできません。,0,0,0,0
レターケース,れたーけーす,市の拠点回収、不燃ごみまたは粗大ごみ,小型のもので不燃ごみの指定袋に入れば不燃ごみポリプロピレン製、ポリエチレン製、ポリスチレン製のものは、各区役所等に設置の回収ボックスへ,,1,0,0,0
レトルト食品の外箱（紙製）,れとるとしょくひんのそとばこ（かみせい）,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
レトルト食品のパック,れとるとしょくひんのぱっく,可燃ごみ,,,0,0,0,0
レンガ,れんが,排出禁止物等,,,1,0,0,0
レンジ,れんじ,粗大ごみ,,,0,0,0,0
レンジフード（換気扇）,れんじふーど（かんきせん）,粗大ごみ,,,0,0,0,0
レンジフード（換気扇）のフィルター,れんじふーど（かんきせん）のふぃるたー,可燃ごみ,,,0,0,0,0
レンジ台,れんじだい,粗大ごみ,,,0,0,0,0
レンズ,れんず,不燃ごみ,,,0,0,0,0
練炭,れんたん,可燃ごみ,,,0,0,0,0
老眼鏡,ろうがんきょう,不燃ごみ,,,0,0,0,0
老人用手押し車,ろうじんようておしぐるま,粗大ごみ,,,0,0,0,0
ろうそく,ろうそく,可燃ごみ,,,0,0,0,0
ろう紙（紙コップ・紙皿など）,ろうかみ（かみこっぷ・かみざらなど）,可燃ごみ,,,0,0,0,0
ロースター,ろーすたー,不燃ごみまたは粗大ごみ,,,0,0,0,0
ロードコーン（カラーコーン・三角コーン）,ろーどこーん（からーこーん・さんかくこーん）,粗大ごみ,,,0,0,0,0
ロープ,ろーぷ,可燃ごみ,,,0,0,0,0
ローボード,ろーぼーど,粗大ごみ,,,0,0,0,0
ローラースケート,ろーらーすけーと,不燃ごみ,,,0,0,0,0
ローラーブレード,ろーらーぶれーど,不燃ごみ,,,0,0,0,0
ロッカー,ろっかー,粗大ごみ,,,0,0,0,0
ワードプロセッサー（ワープロ）,わーどぷろせっさー（わーぷろ）,粗大ごみ,,,0,0,0,0
ワープロインクリボン,わーぷろいんくりぼん,可燃ごみ,,,0,0,0,0
ワープロインクリボンの外箱,わーぷろいんくりぼんのそとばこ,資源物,（古紙・布類）の【古紙（雑がみ）】,,0,0,0,0
ワープロインクリボンの個袋（プラスチック製）,わーぷろいんくりぼんのこふくろ（ぷらすちっくせい）,可燃ごみ,,,0,0,0,0
Yシャツ,わいしゃつ,資源物,（古紙・布類）の【布類】,,0,0,0,0
